Source,Type,Item,Location,Category,Subcategory,Subcategory2,Dimension,Dimension 2,Check Blanks
LACOE,Actions,"Instructional Delivery Model: Distance learning (complete online instruction/homeschool) If possible, place EL students into a family or team-teaching structure so that teachers can collaborate and monitor students across content classes and collaborate for family communication as needed between face-to- face and hybrid settings",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Group EL students ﬂexibly by areas of need which may include EL proﬁciency levels, but can include social engagement grouping so that EL students have a chance to use language with other students in a synchronous setting",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Ensure teaching teams are supported by LEA student services and other crisis response supports as needed. Provide PD to teachers on how to access these supports including home language translation resources as needed,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Identify and prioritize EL student needs for distance learning such as basic needs, student stressors/barriers and academic setting. Identify if there is a household member available to supervise and support learning and determine the household member’s availability to support EL student learning",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Identify languages in which the student can be supported at home,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"Instructional Delivery Model: Distance learning (complete online instruction/homeschool)	Identify resources to check for understanding, formative assessment and opportunities to reteach including:
○	LEA adopted online platform group breakout options- checking for understanding
○	Google Forms Survey
○	Zoom Survey Feature
○	Chat Feature
○	Audio links
○	Whiteboard (Microsos or Zoom)",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"Instructional Delivery Model: Distance learning (complete online instruction/homeschool)        Utilize primary language support, as needed Examples include:
○        Immersive Reader
○        Google Translate
○        LEA Text Program Primary Language Resource
○        Digital Translation breakout features
○        Synchronous paraprofessional support in breakout session
",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Ensure that LEA EL Master Plan includes section on how EL services will be provided in distance learning setting,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Distance learning (complete online instruction/homeschool) Ensure that EL teachers are provided with training and support for use of technology for distance learning setting,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Home hospital instruction/home instruction Ensure and coordinate all home hospital instruction and home instruction programs parent notiﬁcation and communication to EL parents are in parent home language,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Instructional Delivery Model: Home hospital instruction/home instruction Include section of LEA EL Master Plan on how to address instructional needs of EL students in home hospital instruction/home instruction setting,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentMonitor EL Students on ELD Progress,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentDetermine and gather local student data points (other than ELPAC) during Distance Learning for best program placement next school year,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentIdentify and coordinate local ELD monitoring assessments so that they are accessible to all teachers,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentMonitor RFEP Students (4 years aser reclassiﬁcation),Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentIdentify funding to support CDE resources for guidance to LEAs for Monitoring EL students and local assessments,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,Monitoring /AssessmentEnsure that LEA has identiﬁed how ELD will be monitored beyond state testing (ELPAC),Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,State Assessment- EL ReclassiﬁcationMaintain a list of all new student enrollees who have a language other than English on HLS and TBD and who have not yet been administered the Initial ELPAC for identiﬁcation as EL,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"State Assessment- EL ReclassiﬁcationDocument any reason a student was not administered the 19-20 ELPAC due to school closures, safety/social distancing implications in the student’s cumulative ﬁle",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,State Assessment- EL ReclassiﬁcationAssess staﬃng and safety measures and social distancing measures needed for administration of Initial ELPAC upon further notice from CDE,Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,"State Assessment- EL ReclassiﬁcationDetermine where and how LEA will test new students for Initial ELPAC accounting for social distancing, space, computers and devices",Instruction-English Learners,Instructional Programs,English Learners,,,,0
LACOE,Actions,State Assessment- EL ReclassiﬁcationAdminister all ELPAC assessments in keeping with Department of Health and CDE guidelines,Instruction-English Learners,Instructional Programs,English Learners,,,,0
